word,translation,tag
beat,"n. 心跳(声), 打, 敲打声, 拍子\nv. 打, 拍打, 打败\na. 疲乏的, 颓废的\nbeat的过去式\n[计] 拍; 节拍",gaokao
beautiful,a. 美丽的,gaokao
beauty,"n. 美, 美人",gaokao
because,conj. 因为,gaokao
become,"vi. 变成, 变得\nvt. 适合",gaokao
bed,"n. 床, 睡眠处, 河床, 底座, 路基, 一层\nvt. 提供宿处, 栽种, 安装\nvi. 睡, 形成坚实的一层",gaokao
bedclothes,"n. 铺盖, 床上用品\n[医] 铺盖, 被褥",gaokao
beddings,n. 寝具；（建筑）[建] 基床；（家畜）草垫\na. 适于花坛种植的\nvt. 把…栽入苗床（bed的ing形式）\nvi. 睡（bed的ing形式）,gaokao
bedroom,n. 卧室,gaokao
bee,"n. 蜜蜂, 聚会",gaokao
beef,"n. 牛肉, 肌肉\nvt. 养(牛), 宰(牛)\nvi. 抱怨, 告发",gaokao
beehive,"n. 蜂窝, 蜂箱\n[机] 集气架, 蜂巢",gaokao
beer,n. 啤酒\n[化] 啤酒,gaokao
before,prep. 在...之前\nconj. 在...之前\nadv. 在前,gaokao
beg,"v. 乞求, 乞讨, 请求",gaokao
begin,v. 开始\n[计] 开始,gaokao
beginning,n. 开始,gaokao
behalf,"n. 利益, 方面",gaokao
behave,"vi. 举止端正, 行为规矩\nvt. 检点(自己的)行为, 使表现好",gaokao
behaviour,"n. 行为, 举止\n[计] 特性, 性能, 特点, 行为, 动作, 状态",gaokao
behind,adv. 在后地\nprep. 在...背后,gaokao
being,"n. 存在, 性质, 生命, 人, 生物, be的现在分词",gaokao
belgium,n. 比利时,gaokao
belief,"n. 信念, 相信, 信仰",gaokao
believe,v. 相信,gaokao
bell,"n. 铃, 钟\n[计] 响铃命令",gaokao
belly,"n. 腹部, 食欲\nvt. 使鼓起\nvi. 鼓起, 匍匐前进",gaokao
belong,"vi. 属于, 合适",gaokao
below,prep. 在下面\nadv. 在下面,gaokao
belt,"n. 带子, 地带\n[医] 带, 腰带, 束带, 地带, 区",gaokao
bench,n. 长椅子\n[机] 台,gaokao
bend,"vi. 变弯曲, 屈服\nvt. 使弯曲, 使屈服\nn. 弯曲",gaokao
beneath,prep. 在...下方\nadv. 在...下方,gaokao
beneficial,"a. 有益的, 受益的\n[经] 有使用权的, 可享利益的",gaokao
benefit,n. 利益\nvt. 有益于\nvi. 受益,gaokao
bent,"a. 弯曲的, 决心的\nn. 爱好\nbend的过去式和过去分词",gaokao
beside,prep. 在旁边,gaokao
besides,"prep. 除...之外\nadv. 而且, 此外",gaokao
betray,"vt. 出卖, 背叛, 辜负, 暴露\n[法] 出卖, 背叛, 泄漏",gaokao
better,a. 较好的\nadv. 比较好,gaokao
between,prep. 在...之间,gaokao
beyond,"prep. 超过, 在那一边, 迟于\nadv. 在远处\nn. 更远处",gaokao
bicycle,n. 自行车,gaokao
bid,"n. 出价\nv. 命令, 吩咐, 请求, 表示, 宣布, 投标",gaokao
big,"a. 大的, 重要的\nadv. 大量地",gaokao
bill,"n. 帐单, 清单, 钞票, 鸟嘴, 广告, 法案, 票据\nvt. 开帐单, (用招贴)宣布",gaokao
billion,"num. 十亿, 十亿个",gaokao
bingo,"n. 宾戈(一种赌博游戏), 烈酒",gaokao
biochemistry,n. 生物化学\n[化] 生物化学; 生化,gaokao
biography,n. 传记,gaokao
biology,n. 生物学\n[化] 生物; 生物学,gaokao
bird,"n. 鸟, 羽毛球\nvi. 打鸟",gaokao
birdcage,n. 鸟笼,gaokao
birth,"n. 出生, 起源\n[医] 生产, 分娩",gaokao
birthday,n. 生日,gaokao
birthplace,n. 诞生地,gaokao
biscuit,n. 饼干\n[化] 素坯; 饼干,gaokao
bishop,"n. 主教, (国际象棋中的)象, 热果子酒",gaokao
bit,"n. 少量, 马嚼子, 辅币\nvt. 给马上嚼子, 控制\nbite的过去式和过去分词\n[计] 比特, 二进制数位, 机内测试",gaokao
bite,"n. 咬, 一口\nv. 咬, 刺痛, 穿透",gaokao
bitter,"a. 苦的, 痛苦的, 怀恨的\nadv. 刺骨\nv. (使)变苦",gaokao
black,"n. 黑色, 黑颜料\na. 黑色的",gaokao
blackboard,n. 黑板,gaokao
blame,"n. 过失, 责备\nvt. 责备, 归咎于",gaokao
blank,"n. 空格, 空白\na. 空白的, 空虚的, 完全的, 无色的\nvi. 消失, 成为空白\nvt. 使无效, 取消, 封锁\n[计] 空白",gaokao
blanket,"n. 毛毯, 毯子\nvt. 掩盖, 覆盖\na. 总共的",gaokao
bleed,"vi. 流血, 悲痛, 渗出\nvt. 使出血, 榨取",gaokao
bless,"vt. 祝福, 祈佑, 使神圣化",gaokao
blind,"n. 蒙蔽物, 窗帘\na. 盲目的, 瞎的, 不加思考的\nvt. 使失明, 蒙蔽, 遮暗\nadv. 盲目地",gaokao
block,"n. 街区, 木块, 石块, 块\nvt. 阻塞, 封锁, 使成块状\n[计] 块, 数据块",gaokao
blood,"n. 血, 血统, 流血, 气质, 生命\nvt. 使出血, 用血涂",gaokao
blouse,n. 宽松的上衣,gaokao
blow,"n. 吹, 打击, 殴打, 花开\nv. 吹, 风吹, 吹响, 开花",gaokao
blue,"n. 蓝色\na. 蓝色的, 下流的, 忧郁的\nvt. 染成蓝色\nvi. 变蓝",gaokao
board,"n. 木板, 甲板, 膳食, 会议桌\nvt. 乘船, 供膳食, 用板覆盖\nvi. 搭伙\n[计] 板",gaokao
boat,n. 船\nvi. 乘船\nvt. 以船运,gaokao
boating,n. 划船,gaokao
boil,"n. 煮沸, 沸腾, 疖\nv. 煮沸, 激动",gaokao
bomb,"n. 炸弹\nvt. 轰炸, 投弹于\nvi. 失败",gaokao
bond,"n. 捆绑物, 结合, 债券, 契约, 粘合剂, 保证人, 键, 关栈保留\nvt. 存入关栈, 使黏合\nvi. 结合",gaokao
bone,"n. 骨头, 骨, 骨制品\nvt. 剔骨\nvi. 专心致志",gaokao
bonus,"n. 奖金, 红利\n[经] 奖金, 红利, 额外补贴",gaokao
book,"n. 书, 书籍, 帐簿, 名册, 工作簿\nv. 登记, 预订\n[计] 工作簿",gaokao
bookcase,"n. 书架, 书柜",gaokao
bookmark,n. 书签\n[计] 书签,gaokao
bookshelf,n. 书架,gaokao
bookshop,n. 书店,gaokao
bookstore,n. 书店,gaokao
boom,"n. 繁荣, 隆隆声\nvi. 急速发展, 发隆隆声\nvt. 使兴旺, 发隆隆声",gaokao
boot,"n. 长靴, 踢, 解雇, 效用\nvt. 使穿靴, 踢, 解雇, 有用\n[计] 引导, 自举",gaokao
booth,"n. 亭, 摊棚\n[经] 货摊, 电话间",gaokao
border,"n. 边缘, 边境, 边界, 花坛\nvt. 在...上镶边, 接近\nvi. 接界, 近似\n[计] 边框",gaokao
bored,a. 无聊的；烦人的；无趣的,gaokao
boring,"a. 烦人的, 无聊的, 无趣的\n[机] 成孔期, 搪孔",gaokao
born,a. 天生的\nbear的过去分词,gaokao
borrow,"vt. 借, 借入, 借用\nvi. 借\n[计] 借位; 借位数",gaokao
boss,"n. 老板, 上司, 岩瘤, 浮雕, 母牛\nvt. 指挥, 控制, 浮雕",gaokao
botanical,a. 植物学的\nn. 植物性药材,gaokao
botany,n. 植物学\n[医] 植物学,gaokao
both,a. 两者的\nadv. 两者都\npron. 两者,gaokao
bottle,"n. 瓶子, 酒瓶\nvt. 装瓶, 抑制, 围困",gaokao
bottom,"n. 底部\na. 底部的\nvt. 给...装底, 查明真相\nvi. 到达底部, 建立基础",gaokao
bounce,"n. 跳, 跳跃, 弹力, 撞击\nvi. 反跳, 弹跳\nvt. 使跳回, 撞击\n[计] 打回",gaokao
bound,"n. 跃, 回跳, 范围, 边界\na. 受约束的, 装有封面的, 有义务的, 关联的, 被束缚的, 准备去...的, 便秘的\nvi. 跳跃, 弹起\nvt. 使跳, 限制, 形成...的疆界\nbind过去式和过去分词\n[计] 装订的",gaokao
boundary,"n. 边界, 分界线\n[计] 边界",gaokao
bow,"n. 弓, 眼睛框\nv. 用弓拉琴, 弯成弓形\nn. 鞠躬, 屈服",gaokao
bowl,"n. 碗, 木球, 大酒杯\nv. 滚木球, 快而稳地行驶",gaokao
bowling,n. 保龄球戏,gaokao
box,"n. 盒子, 箱, 方框, 一巴掌\nvt. 装...入盒中, 装箱, 打耳光\nvi. 拳击\n[计] 方框",gaokao
boxing,n. 拳击\n[医] 围模(牙科),gaokao
boy,"n. 男孩\n[法] 男孩, 少年, 儿子",gaokao
boycott,n. 联合抵制\nvt. 联合抵制,gaokao
brain,n. 脑\nvt. 打碎脑部,gaokao
brake,"n. 刹车, 阻碍, 丛林\nv. 刹车",gaokao
branch,"n. 树枝, 支店, 支流, 分部\nvi. 分支, 出枝\nvt. 分割, 用枝状叶脉刺绣花纹装饰\n[计] 分支, 目录分支",gaokao
brand,"n. 商标, 牌子, 烙印\nvt. 打烙印于",gaokao
brave,"a. 勇敢的, 美好的, 华丽的\nn. 勇敢者\nvt. 勇敢地面对",gaokao
bravery,n. 勇敢,gaokao
bread,"n. 面包, 生计, 食物\nvt. 裹以面包屑",gaokao
break,"n. 休息, 中断, 破裂处, 绝交, 破晓, 突变\nvt. 打破, 弄破, 弄坏, 破坏, 违反, 打断, 削弱, 放弃\nvi. 破碎, 决裂, 破晓, 突变, 变弱, 暂停\nn. 分隔符\n[计] 分隔符; 中断; DOS内部命令:设定扫描中断按键的时机",gaokao
breakfast,n. 早餐,gaokao
breakthrough,"n. 突破\n[经] 突破, 新发现, 新进展",gaokao
breast,"n. 胸部, 乳房, 胸怀\nvt. 以胸对着, 面对",gaokao
breath,"n. 呼吸, 气息, 瞬间\n[医] 呼气, 呵气, 口气, 呼吸",gaokao
breathe,"vi. 呼吸, 生存, 低语\nvt. 呼吸, 使喘息, 发散, 低声说",gaokao
breathless,"a. 喘不过气来的, 屏气的, 气喘吁吁的, 无风的, 死的",gaokao
brewery,"n. 啤酒厂, 酿酒厂\n[经] 酿造所",gaokao
brick,"n. 砖块, 积木\na. 用砖做的\nvt. 用砖造, 用砖砌",gaokao
bride,n. 新娘,gaokao
bridegroom,n. 新郎,gaokao
bridge,"n. 桥, 舰桥, 桥梁, 桥牌\nvt. 架桥于, 跨越\n[计] 桥, 网桥, 桥接器",gaokao
brief,"n. 摘要, 简报\na. 简短的, 短暂的\nvt. 对...作简报, 摘要, 节录",gaokao
bright,"a. 明亮的, 聪明的, 鲜明的, 欢快的\nadv. 明亮地, 欢快地",gaokao
brilliant,"a. 光辉的, 灿烂的, 有才气的\n[机] 亮的",gaokao
bring,"vt. 带来, 产生, 促使, 提出\nvi. 生产",gaokao
britain,n. 英国,gaokao
british,"a. 英国的\nn. 英国人, 英国英语",gaokao
broad,"a. 宽广的, 辽阔的, 广大的, 显著的\nadv. 宽阔地\nn. 宽阔部分",gaokao
broadcast,"n. 广播, 传播\na. 广播的\nv. 广播\nadv. 经广播, 四散地\n[计] 广播命令, 广播",gaokao
brochure,"n. 小册子, 小册",gaokao
broken,"a. 坏掉的, 打破的, 断掉的\nbreak的过去分词",gaokao
broom,"n. 扫帚, 金雀花\nvt. 扫除",gaokao
brother,n. 兄弟,gaokao
brotherhood,"n. 手足情谊, 兄弟关系",gaokao
brown,n. 褐色\na. 褐色的\nv. (使)变褐色,gaokao
brunch,n. 早午餐,gaokao
brush,"n. 刷子, 毛笔, 争吵\nvt. 刷\nvi. 擦过, 掠过\n[计] 电刷",gaokao
bucket,n. 桶\n[计] 存储桶; 桶,gaokao
buddhism,n. 佛教,gaokao
buddhist,n. 佛教徒\na. 佛教的,gaokao
budget,"n. 预算\nvi. 编预算\nvt. 编入预算, 安排\na. 廉价的",gaokao
buffet,"n. 自助餐, 小卖部, 碗橱, 殴打, 冲击\nvt. 连续打, 冲击, 搏斗\nvi. 奋斗",gaokao
build,"v. 建立, 建筑\nn. 构造, 体格",gaokao
building,"n. 建筑物, 建筑\n[法] 营造, 建筑, 建筑物",gaokao
bun,n. 小面包\n[医] 血液尿素氮,gaokao
bunch,"n. 串, 束\n[医] 骨肿块(马)",gaokao
bungalow,n. 平房,gaokao
burden,"n. 负担, 重载, 担子, 责任\nvt. 装货于, 烦扰, 使负担",gaokao
bureaucratic,a. 官僚的\n[经] 机僚化的,gaokao
burglar,"n. 窃贼\n[法] 夜盗, 窃贼, 盗窃者",gaokao
burial,"n. 埋葬, 葬礼\n[法] 埋葬, 葬礼",gaokao
burn,"vt. 烧, 烧毁, 烧伤\nvi. 燃烧, 发热, 烧毁\nn. 烧伤, 烙印",gaokao
burst,"n. 破裂, 突发, 爆发\nv. 爆裂, 突发, 充满\n[计] 二进制位组; 字符组; 脉冲串",gaokao
bury,"vt. 埋葬, 埋藏",gaokao
bus,n. 公共汽车\n[计] 总线; 汇流条; 母线,gaokao
bush,n. 矮树丛\n[化] 管衬,gaokao
business,"n. 生意, 事情, 业务, 商业, 商行, 职责\n[经] 企业, 商业, 营业",gaokao
businessman,"n. 商人, 实业家, 工商业家",gaokao
businesswoman,"n. 商人, 办理实务的人, 经商者",gaokao
busy,"a. 忙碌的, 热闹的, 没空的\nvt. 使忙\nvi. 忙碌\n[计] 忙; 忙碌",gaokao
but,prep. 除了\nconj. 但是\nadv. 仅仅,gaokao
butcher,"n. 屠夫, 肉商, 小贩\nvt. 屠宰, 屠杀",gaokao
butter,"n. 奶油, 黄油\nvt. 涂黄油于",gaokao
butterfly,"n. 蝴蝶\n[医] 蝶式棉块, 翼形皮癣, 纸蝶",gaokao
button,"n. 钮扣, 按钮\nvi. 扣住\nvt. 钉钮扣于, 扣紧\n[计] 按钮",gaokao
buy,"vt. 买, 获得\nvi. 买\nn. 购买, 买得的东西",gaokao
by,"prep. 被, 经, 由, 在...之旁\nadv. 经过, 在近处",gaokao
bye,"interj. 再会, 回头见\n[计] 结束命令",gaokao
cab,"n. 出租车, 出租汽车, 出租马车\nvi. 乘出租马车(或汽车)",gaokao
cabbage,"n. 卷心菜\n[医] 卷心菜, 甘兰",gaokao
cafeteria,n. 自助餐厅\n[经] 自助餐厅,gaokao
cage,"n. 笼, 牢房, 战俘营\nvt. 关进笼内",gaokao
cake,"n. 蛋糕, 块, 饼\nvt. 使结块, 加块状物于\nvi. 结块",gaokao
calculate,"v. 计算, 预测, 计划, 打算",gaokao
call,"n. 呼叫, 访问, 打电话, 号召, 召集, 要求\nvt. 呼叫, 召集, 打电话\nvi. 叫喊, 访问, 叫牌\n[计] 调用; 呼叫; DOS内部命令:在批处理文件中调用另一个批处理文件",gaokao
calm,"n. 平稳, 风平浪静\na. 平静的, 冷静的\nvi. 平静下来, 镇静\nvt. 使平静",gaokao
camel,"n. 骆驼, 打捞浮筒",gaokao
camera,"n. 照相机, 摄影机, 密谈室, 暗箱\n[计] 摄影",gaokao
camp,"n. 露营, 帐篷\nvi. 露营, 扎营\nvt. 使扎营",gaokao
campaign,"n. 战役, 运动, 竞选运动\nvi. 参加运动, 作战",gaokao
can,"vt. 装罐\nn. 罐头, 容器\naux. 能, 可以\n[计] 作废字符",gaokao
canada,n. 加拿大,gaokao
canadian,a. 加拿大的,gaokao
canal,"n. 运河, 水道, 管, 沟渠\nvt. 开运河",gaokao
cance,[人名] 坎斯,gaokao
cancel,"n. 取消, 撤消, 盖销(邮票)\nvt. 取消, 删去, 抵销, 盖销\nvi. 相互抵销\n[计] 作废",gaokao
candidate,"n. 候选人, 投考者\n[法] 候选, 候补者",gaokao
candle,n. 蜡烛\nvt. 对着光检查,gaokao
candy,"n. 糖果, 冰糖\nvt. 用糖煮, 使结晶为砂糖\nvi. 结晶为砂糖",gaokao
canteen,"n. 水壶, 军中俱乐部, 临时流动餐馆, 小卖部",gaokao
cap,"n. 盖子, 帽子\nvt. 戴帽子, 覆盖, 胜过\nvi. 脱帽致意\n[计] 调用程序分析, 容量, 代码分析程序, 计算机辅助生产, 计算机辅助印刷",gaokao
capital,"n. 首都, 大写字母, 资本\na. 首都的, 重要的",gaokao
capsule,"n. 胶囊, 蒴果, 瓶帽, 航天舱\n[化] 胶囊剂",gaokao
captain,"n. 船长, 指挥官, 海军上校, 首领\nvt. 率领, 指挥",gaokao
caption,"n. 说明, 字幕, 标题\nvt. 加上标题, 加上说明\n[计] 标题",gaokao
car,"n. 汽车, 客车\n[机] 车",gaokao
carbon,"n. 碳, 副本, 复写纸\n[化] 碳",gaokao
card,"n. 卡片, 纸牌, 节目单, 明信片, 梳棉机\nvt. 备置卡片, 记于卡片上, 梳理\n[计] 卡片, 卡",gaokao
care,"n. 小心, 照料, 忧虑\nvi. 关心, 介意\nvt. 在意, 喜欢",gaokao
careful,"a. 小心的, 谨慎的",gaokao
careless,"a. 粗心的, 不关心的, 无忧无虑的",gaokao
carpenter,n. 木匠,gaokao
carpet,"n. 地毯, 地毯状物\nvt. 铺以地毯, 铺盖",gaokao
carriage,"n. 马车, 客车, 举止, 运输\n[经] 搬运费, 运费",gaokao
carrier,"n. 运送者, 邮递员, 带菌者\n[计] 载波",gaokao
carrot,n. 胡萝卜\n[医] 胡萝卜,gaokao
carry,"n. 进位, 射程, 运载\nvt. 携带, 运送, 支持, 传送, 包含\nvi. 被携带, 能达到\n[计] 进位; 进位数",gaokao
cartoon,"n. 卡通画, 漫画\nv. 画漫画",gaokao
carve,"v. 雕刻, 切开",gaokao
case,"n. 情形, 情况, 箱, 容器, 事实, 病例, 案例, 框子\nvt. 装箱, 包盖",gaokao
cash,n. 现金\nvt. 兑现,gaokao
cast,"n. 演员阵容, 投掷, 铸件, 预测, 特性\nvt. 投, 掷, 抛, 脱落, 铸, 使弯曲, 计算\nvi. 投, 计算, 浇铸成型",gaokao
castle,"n. 城堡, 象棋中的车\nvt. 置于城堡中, 盘踞于",gaokao
casual,"a. 偶然的, 不经意的, 便装的\nn. 临时工, 待命士兵",gaokao
cat,"n. 猫, 恶妇\nvi. 呕吐\n计算机辅助教育, 计算机辅助测试, 计算机辅助翻译, 计算机辅助排版\n[计] 计算机辅助教学, 计算机辅助翻译, 计算机辅助排字, 计算机辅助测试",gaokao
catalogue,"n. 目录, 大学情况一览\nvt. 编入目录",gaokao
catastrophe,"n. 大灾难, 大祸\n[化] 突变",gaokao
catch,"n. 捕捉, 陷阱, 捕捉之物, 抓, 拉手\nvt. 捕捉, 赶上, 感染, 听清楚\nvi. 抓住, 燃着",gaokao
category,"n. 种类, 类项\n[计] 分类",gaokao
cater,"v. 提供饮食及服务, 投合, 迎合",gaokao
cathedral,n. 大教堂,gaokao
catholic,"n. 天主教徒\na. 天主教的, 普遍的, 广泛的, 宽宏大量的",gaokao
cattle,"n. 牛, 家畜\n[法] 家畜",gaokao
cause,"n. 原因, 目标\nvt. 引起, 使产生, 使遭受",gaokao
caution,"n. 小心, 慎重, 警示\nvt. 警告\n[计] 警告",gaokao
cautious,"a. 谨慎的, 小心的",gaokao
cave,"n. 洞, 穴\nvi. 凹陷, 塌落\nvt. 挖洞, 使凹陷, 损坏...的基础",gaokao
cd,"n. 镭射碟, 镭射唱片\n[计] 光盘, 压缩盘, 载波检测, DOS内部命令:显示或改变当前目录",gaokao
ceiling,"n. 天花板\n[经] 顶点, 顶线, 上限",gaokao
celebrate,"v. 庆祝, 祝贺, 举行",gaokao
celebration,"n. 庆祝, 庆典",gaokao
cell,"n. 单元, 细胞, 电池\n[计] 单元",gaokao
cellar,"n. 地窖, 地下室, 藏酒",gaokao
cent,n. 分\n[经] 美分,gaokao
centigrade,"a. 百分度的, 摄氏的\n[医] 百分度",gaokao
centimetre,"n. 厘米, 公分",gaokao
central,"a. 中央的, 重要的\n[医] 中央的, 中心的, 中枢的",gaokao
centre,"n. 中心, 中心点, 中锋\na. 中央的, 位在正中的\nvt. 集中, 定中心\nvi. 居中",gaokao
century,"n. 世纪, 百年",gaokao
ceremony,"n. 典礼, 仪式, 礼节\n[法] 典礼, 仪式",gaokao
certain,"a. 确定的, 某一个的, 必然的\n[法] 确凿的, 无疑的, 可靠的",gaokao
certainly,adv. 确定地,gaokao
certificate,"n. 证书, 证明书\nvt. 发给证明书, 用证书批准, 用证书证明",gaokao
chain,"n. 链, 枷锁, 束缚\nvt. 用铁练锁住, 束缚, 囚禁",gaokao
chair,"n. 椅子, 显要的席位, 主席\nvt. 使入座, 使就任要职",gaokao
chairman,"n. 主席, 会长\n[经] 主席",gaokao
chairwoman,"n. 女主席, 女议长",gaokao
chalk,"n. 粉笔, 白垩\nvt. 用粉笔写, 记录",gaokao
challenge,"n. 挑战, 盘问\nvt. 向...挑战, 要求, 怀疑\nvi. 挑战, 对(证据等)表示异议",gaokao
challenging,"a. 挑战的, 引起争论的",gaokao
champion,"n. 冠军, 拥护者, 战士\nvt. 保卫, 拥护\na. 优胜的",gaokao
chance,"n. 机会, 意外, 可能性\nvi. 偶然发生\nvt. 冒险",gaokao
change,"n. 变化, 找回的零钱, 找头, 更换\nvt. 改变, 更换, 兑换",gaokao
changeable,a. 可改变的,gaokao
channel,"n. 海峡, 航道, 频道\nvt. 引导, 在...上挖沟, 形成河道\n[计] 信道, 通道",gaokao
chant,"n. 圣歌, 赞美诗\nv. 吟唱, 诵扬",gaokao
chaos,"n. 大混乱, 混沌\n[化] 混沌; 浑沌",gaokao
chapter,"n. 章, 篇, 重要章节\n[计] 章; 段",gaokao
character,"n. 个性, 字符, 人物, 性质, 品格, 资格\n[计] 字符",gaokao
characteristic,"n. 特性, 特征, 特色\na. 特性的, 特有的, 有特色的\n[计] 阶; 指数",gaokao
charge,"n. 指控, 费用, 冲锋, 电荷, 炸药, 主管, 被托管人, 命令\nvt. 控诉, 加罪于, 使充满, 使充电, 使承担\nvi. 冲锋, 要价, 收费",gaokao
chart,"n. 图表, 海图\nvt. 制成图表\n[计] 图表",gaokao
chat,"n. 闲谈\nvi. 闲谈, 聊天",gaokao
cheap,"a. 便宜的, 不值钱的, 可鄙的\nadv. 便宜地",gaokao
cheat,"n. 欺骗, 作弊, 骗子\nv. 欺骗, 逃脱, 骗取",gaokao
check,"n. 检查, 支票, 阻止物, 寄物牌, 象棋中将军\nvt. 检查, 阻止, 核对, 寄存, 托运\nvi. 逐项相符, 开支票\n[计] 复选",gaokao
cheek,"n. 颊, 厚颜, 脸蛋\n[医] 颊",gaokao
cheer,"n. 愉快, 振奋, 欢呼\nvi. 欢呼, 喝彩, 快活起来\nvt. 使振奋, 欢呼",gaokao
cheerful,"a. 快活的, 高兴的, 兴高采烈的",gaokao
cheers,"interj. 干杯, 再见",gaokao
cheese,n. 乳酪\n[化] 干酪,gaokao
chef,n. 厨师,gaokao
chemical,"n. 化学药品\na. 化学的, 化学上用的",gaokao
chemist,"n. 化学家, 药剂师\n[化] 化学家; 化学师; 化学工作者; 药剂师; 药房",gaokao
chemistry,"n. 化学, 化学过程\n[化] 化学",gaokao
cheque,n. 支票,gaokao
chess,n. 国际象棋\n[建] 雀麦,gaokao
chest,"n. 胸, 胸部, 衣柜, 箱子\n[医] 胸, 胸廓",gaokao
chew,"vt. 咀嚼, 嚼碎\nvi. 咀嚼, 细想\nn. 咀嚼, 咀嚼物",gaokao
chick,"n. 小鸡, 小鸟, 竹帘",gaokao
chicken,"n. 小鸡, 鸡肉",gaokao
chief,"n. 领袖, 酋长, 长官, 主要部分\na. 主要的, 首位的",gaokao
child,"n. 孩子, 产物, 追随者\n[医] 儿童",gaokao
childhood,n. 孩童时期\n[医] 儿童期,gaokao
chimney,"n. 烟囱, 灯罩\n[电] 烟囱",gaokao
china,"n. 中国, 瓷器\na. 中国的",gaokao
chinese,"n. 中文, 中国话, 中国人\na. 中国的, 中国话的",gaokao
chips,n. 炸土豆条；小木片；（作赌注用的）圆形筹码；缺口（chip的复数形式）,gaokao
chocolate,n. 巧克力\na. 巧克力制的,gaokao
choice,"n. 选择, 精选品, 选择权\na. 精选的, 挑三拣四的, 上等的\n[计] DOS内部命令:在批处理文件中\n该命令用于提示用户作出选择, 决定批处理文件的流程",gaokao
